kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
EAG-15;AILE-01;Endüstriyel Ağlarda Saldırı Kesme;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağları izole etmek/ayrıştırmak için konumlandırılan güvenlik duvarı üzerinde (Referans_Topoloji_Doğal_Gaz_Dağıtım: EKS-GD-01) endüstriyel protokollere yönelik tehditleri de içeren IPS ve antivirüs vb. güvenlik önlemleri devreye alınmalıdır.;27;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-15;2026-09-09;2023-06-06;Ek kontrol
EAG-16;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemleri (EKS) içerisinde bulunan bileşenler görevlerine göre sanal ağlara (VLAN) ayrılmalı ve bu ağlar arasında geçiş kontrolleri uygulanmalıdır. Söz konusu katmanlı yapı acil durum/yedek kontrol merkezlerinde de gerçekleştirilmelidir. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);28;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-16;2026-09-09;2023-06-06;Seviye 2
EAG-17;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) mühendislik iş istasyonları endüstriyel ağlardan izole edilmelidir. Sadece iş ihtiyacı olduğu durumlarda kullanıma tahsis edilmelidir.;29;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-17;2026-09-09;2023-06-06;Seviye 2
EAG-18;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlardan kurumsal ağlara doğru olan haberleşmeler bu haberleşmelere özel oluşturulmuş OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır. Aynı şekilde kurumsal ağlardan endüstriyel ağlara doğru olan haberleşmeler de OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır.;30;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-18;2026-09-09;2023-06-06;Seviye 2
EAG-19;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) sanal ağların (VLAN) devreye alınmasını takiben ağ ve güvenlik cihazlarının yönetim arayüzleri de (management interface) ayrı bir sanal ağ üzerinde konumlandırılmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);31;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-19;2026-09-09;2023-06-06;Seviye 2
EAG-20;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemleri (EKS) altyapısında her bir uç istasyon ağ seviyesinde farklı bir alt ağ olarak oluşturulmalıdır.;32;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-20;2026-09-09;2023-06-06;Seviye 2
EAG-21;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemleri (EKS) altyapısında her bir uç istasyon için endüstriyel protokol trafiği ve diğer trafikler (kamera, fiziksel güvenlik, sayaç vb.) farklı sanal ağlar (VLAN) olarak yapılandırılmalı ve bu sanal ağlar (VLAN) arası geçiş mevcut ağ/güvenlik cihazları üzerinden kontrollü olarak sağlanmalıdır.;33;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-21;2026-09-09;2023-06-06;Seviye 3
EAG-22;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlarla iletişim halinde olan tüm KBS bileşenleri ayrı bir sanal ağ (VLAN) içerisinde konumlandırılmalı ve OT-DMZ ağı üzerinden endüstriyel ağlar ile haberleşmelidir. (CRM, CBS, WorkForce Management, ERP, Güvenli Uzak Erişim vb.);34;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-22;2026-09-09;2023-06-06;Ek kontrol
EAG-23;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlar ve KBS ağları arasında haberleşmenin yönü endüstriyel ağdan kurumsal ağa olacak şekilde OT-DMZ üzerinden sağlanmalıdır. Kurumsal ağlardan endüstriyel ağlara doğru veri çekme operasyonlarının gerekli olması durumunda bu veri akışı ek kontroller ile gerçekleştirilmelidir.;35;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-23;2026-09-09;2023-06-06;Seviye 2
EAG-24;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlar içerisinde yer alan sunucu ve uygulamalar doğrudan internet üzerinden erişilebilir durumda olmamalıdır.;36;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-24;2026-09-09;2023-06-06;Seviye 1
EAG-25;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlarla iletişimi olan bileşenlerin doğrudan internete olan erişimleri kontrollü olarak sağlanmalıdır.;37;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-25;2026-09-09;2023-06-06;Seviye 1
EAG-26;AILE-01;Endüstriyel Ağa Uzak Erişim;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemi (EKS) bileşenlerine internet üzerinden gerçekleştirilecek tüm uzak erişimler öncelikli olarak KBS/kurumsal ağ üzerinde sonlandırılmalıdır. (VPN vb.) Bu uzak erişim yöntemleri üreticiler, çalışanlar ve alt yükleniciler için farklı yetkilendirme politikalarını destekleyebilmelidir. KBS ağı üzerinden endüstriyel ağlara yönelik uzak erişimler OT-DMZ ağı içerisinde konumlandırılmış güvenli bir atlama noktası/sunucusu/uygulaması üzerinden kontrollü olarak sağlanmalıdır. Uzaktan erişimlere ilişkin tüm süreçler diğer mevcut teknik maddelere uyumlu olarak işletilmelidir. (Olay yönetimi ve süreklilik, kimlik ve erişim yönetimi vb.);38;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-26;2026-09-09;2023-06-06;Seviye 1
EAG-27;AILE-01;Endüstriyel Ağa Uzak Erişim;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerine (EKS) yapılacak uzak erişimler için bu işe özelleşmiş teknolojiler kullanılmalıdır. Bu teknolojilerde oturum kaydetme, oturum yönetimi, çift faktörlü doğrulama, güvenli dosya transferi gibi yeterlilikler aranmalıdır.;39;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-27;2026-09-09;2023-06-06;Ek kontrol
EAG-28;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tüm güvensiz servisler (açık metin protokoller, uzak erişim servisleri, güncelliğini yitirmiş protokoller) periyodik denetim ya da ağ trafiğinin analizi ile tespit edilmelidir.;40;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-28;2026-09-09;2023-06-06;Seviye 1
EAG-29;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen KBS tabanlı (TELNET, HTTP, TFTP, vb.) güvensiz servisler devre dışı bırakılmalıdır.;41;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-29;2026-09-09;2023-06-06;Seviye 2
EAG-30;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen gereksiz veya kullanılmayan servisler devre dışı bırakılmalıdır.;42;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-30;2026-09-09;2023-06-06;Seviye 2
EAG-31;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde mevcut varlıkların servisleri sürekli olarak izlenmelidir.;43;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-31;2026-09-09;2023-06-06;Seviye 2
EAG-32;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) güvenli ve güvensiz ağlar arasında mevcut olan koruma mekanizmalarının bypass edilmesine olanak tanıyabilecek tüm dual-homed arayüzler (interface) devre dışı bırakılmalıdır. İkinci bir arayüz kullanılmasını zorunlu kılan bir durum mevcut ise söz konusu arayüzün bağlantısı güvenlik duvarı (Referans_Topoloji_Doğal_Gaz_Dağıtım: EKS-GD-01) üzerinden kontrollü olarak sağlanmalıdır.;44;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-32;2026-09-09;2023-06-06;Seviye 1
EAG-33;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) Seviye-2 ile Seviye-1 (Purdue modeline göre) ağlar arasında mevcut olan koruma mekanizmalarının bypass edilmesine olanak tanıyabilecek tüm dual-homed arayüzler interface'ler devre dışı bırakılmalıdır. İkinci bir arayüz kullanılmasını zorunlu kılan bir durum mevcut ise söz konusu arayüzün bağlantısı güvenlik duvarı üzerinden kontrollü olarak sağlanmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);45;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-33;2026-09-09;2023-06-06;Seviye 2
EAG-34;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;"Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağ içerisinde bulunan ağ cihazları ""Olay Yönetimi ve Süreklilik"" başlığının ilgili maddelerini karşılamalıdır.";46;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-34;2026-09-09;2023-06-06;Seviye 2
EAG-35;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Doğal gaz dağıtım şebekeleri endüstriyel kontrol sistemlerinde (EKS) ana kontrol merkezi ve uç sahalarla olan haberleşmeler şifreli olarak gerçekleştirilmelidir. Şifreli iletilemeyen trafikler izole ağlar üzerinden taşınmalıdır.;47;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-35;2026-09-09;2023-06-06;Seviye 2
EAG-36;AILE-01;Endüstriyel Ağlarda WAN Güvenliği-APN;"Doğal gaz dağıtım şebekesi endüstriyel kontrol sistemi (EKS) geniş alan ağında (WAN) erişim noktası adı (APN) teknolojisi kullanılması durumunda, endüstriyel protokol trafiği bir APN bloğunda izole edilmelidir. Bu izolasyon işlemi aşağıda belirtilen maddeleri de kapsamalıdır; * EKS trafiklerinin taşındığı APN bloku/bloklarında sadece ilgili tesise ait trafiklerin olması * EKS trafiklerinin taşındığı APN bloku/bloklarında sadece EKS trafiklerinin olması (Sayaç, mobil ekip cihazları vb. trafiğinin de bu ağlardan izolasyonu sağlanmalıdır.) * APN bloğundaki EKS trafikleri sadece bir tesise ait olmalıdır.";48;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-36;2026-09-09;2023-06-06;Seviye 2
EAG-37;AILE-01;Endüstriyel Ağlarda WAN Güvenliği-APN;Doğal gaz dağıtım şebekesi endüstriyel kontrol sistemi (EKS) geniş alan ağında (WAN) erişim noktası adı (APN) teknolojisi kullanılması durumunda, RMS istasyonları arası erişimler uygun bir teknoloji ile kontrol altına alınarak kısıtlanmalıdır.;49;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-37;2026-09-09;2023-06-06;Seviye 2
EAG-38;AILE-01;Endüstriyel Ağlarda WAN Güvenliği-APN;Doğal gaz dağıtım şebekesi endüstriyel kontrol sistemi (EKS) geniş alan ağında (WAN) erişim noktası adı (APN) teknolojisi kullanılması durumunda, İnternet Servis Sağlayıcısı (ISP) bünyesinde bulunan APN uç noktaları bir güvenlik duvarı üzerinde sonlandırılmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);50;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=q8R0iFMHTNQ%3D;Ek-2 · 01-Endüstriyel Ağ Güvenliği · EAG-38;2026-09-09;2023-06-06;Seviye 2
