kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
EAG-3;AILE-01;Endüstriyel Ağa Giriş Kontrolleri;Elektrik iletim şebekesi endüstriyel kontrol sistemlerinde (EKS) hizmet veren iletim şebekesinin mülkiyetinde olan tüm trafo merkezlerinde yetkisiz kişi ve cihazların endüstriyel ağa girişini (Network Access) kısıtlamak için kullanılmayan portlar devre dışı bırakılmalıdır.;14;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-3;2026-09-09;2024-09-08;Seviye 1
EAG-4;AILE-01;Endüstriyel Ağa Giriş Kontrolleri;Elektrik iletim şebekesi endüstriyel kontrol sistemlerinde (EKS) hizmet veren tüm otomasyonlu trafo merkezlerinde yetkisiz kişi ve cihazların endüstriyel ağa girişi (Network Access) kısıtlanmalı (Port security, kullanılmayan portların devre dışı bırakılması, fiziksel olarak kapatılması vb.) veya fiziksel güvenlik önlemleri ile yetkisiz erişimler engellenmelidir. Bu kontroller hem kablolu hem de kablosuz ağlar için uygulanmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);15;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-4;2026-09-09;2024-09-08;Seviye 3
EAG-5;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) hizmet veren ana kontrol, yedek kontrol ve yük tevzi merkezleri arasında Ethernet katmanı üzerinden olan haberleşmeler bir güvenlik duvarı (Referans Topoloji_Elektrik_İletim: EKS-GD-01) üzerinden sağlanmalıdır. Bu güvenlik duvarı sadece endüstriyel ağların izolasyonu/ayrıştırılması için konumlandırılmalı ve BT/KBS güvenlik duvarından farklı olmalıdır. Kullanılan güvenlik duvarı ilgili kuruluşun endüstriyel protokollerini desteklemelidir. (IEC 104, ICCP, DNP3, MODBUSTCP vb.);16;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-5;2026-09-09;2024-09-08;Seviye 1
EAG-6;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) hizmet veren ve hâlihazırda Ethernet katmanı üzerinden yük tevzi merkezleriyle haberleşen veya haberleşecek olan trafo merkezlerinde yük tevzi merkezileriyle olan haberleşmeler güvenlik duvarı (Referans Topoloji_Elektrik_İletim: EKS-GD-01) üzerinden sağlanmalıdır. Bu güvenlik duvarı sadece endüstriyel ağların izolasyonu/ayrıştırılması için konumlandırılmalı ve BT/KBS güvenlik duvarından farklı olmalıdır. Kullanılan güvenlik duvarı ilgili kuruluşun endüstriyel protokollerini desteklemelidir. (IEC 104, ICCP, DNP3, MODBUSTCP vb.);17;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-6;2026-09-09;2024-09-08;Seviye 2
EAG-8;AILE-01;Endüstriyel Ağ Haberleşme Güvenliği;Elektrik iletim şebekesi endüstriyel kontrol sistemlerinde (EKS) bünyesinde iki güvenlik duvarı arasında gerçekleşen haberleşmeler şifreli kanallar üzerinden sağlanmalıdır. (Site to site VPN vb.);18;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-8;2026-09-09;2024-09-08;Ek kontrol
EAG-9;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) ethernet üzerinden gerçekleştirilen harici entegrasyonlar bir güvenlik duvarı (Referans Topoloji_Elektrik_İletim: EKS-GD-01) üzerinden sağlanmalıdır. (ICCP vb.);19;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-9;2026-09-09;2024-09-08;Seviye 1
EAG-10;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) hizmet veren ve Ethernet katmanı üzerinden yük tevzi merkezleriyle haberleşen veya haberleşecek olan harici kurum trafo merkezlerinde (üretim ve tüketim) entegrasyonlar güvenli şekilde sağlanmalıdır.;20;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-10;2026-09-09;2024-09-08;Seviye 2
EAG-11;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi endüstriyel kontrol sistemlerinde (EKS) trafo merkezlerinin yük tevzi merkezileriyle olan izleme ve kontrol amaçlı haberleşmeler için kullanılan endüstriyel protokollerde yetkisiz endüstriyel komutları durdurabilecek güvenlik duvarı (Referans Topoloji_Elektrik_İletim: EKS-GD-01) konumlandırılmalıdır. (IEC-104, DNP3, MODBUSTCP vb.);21;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-11;2026-09-09;2024-09-08;Ek kontrol
EAG-12;AILE-01;Politika, Prosedür, Süreç;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlara ilişkin mantıksal topolojiler katmanlı güvenlik mimarisiyle tasarlanmalı ve uygun şekilde dokümante edilmelidir.;22;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-12;2026-09-09;2024-09-08;Seviye 1
EAG-13;AILE-01;Politika, Prosedür, Süreç;Elektrik iletim şebekesi merkezi tüm endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlara ilişkin topolojiler uygun şekilde dokümante edilmelidir.;23;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-13;2026-09-09;2024-09-08;Seviye 1
EAG-14;AILE-01;Politika, Prosedür, Süreç;Elektrik iletim şebekesi tüm endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlara ilişkin fiziksel topolojiler dokümante edilmelidir.;24;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-14;2026-09-09;2024-09-08;Seviye 1
EAG-15;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel bileşenlere güvensiz ağlar ya da yarı güvenli ağlar (DMZ: Demilitarized Zone) üzerinden olan erişim trafiği bir saldırı tespit katmanından geçirilmelidir. Bunu sağlamak adına mevcut güvenlik bileşenlerinde IDS imzaları devreye alınabileceği gibi alternatif olarak açık kaynak kodlu teknolojiler de kullanılabilir.;25;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-15;2026-09-09;2024-09-08;Seviye 2
EAG-16;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlarda trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir. Bu izleme ana kontrol merkezi, acil durum kontrol merkezi ve bölge yük tevzi merkezi ağları ile kontrol merkezlerinin uç sahalarla olan WAN haberleşmelerini de kapsamalıdır.;26;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-16;2026-09-09;2024-09-08;Seviye 2
EAG-17;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi endüstriyel kontrol sistemlerinde (EKS) otomasyonlu trafo merkezlerinde trafik aynalanması (mirroring) yöntemi ile saldırı tespiti gerçekleştirilebilmelidir.;27;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-17;2026-09-09;2024-09-08;Ek kontrol
EAG-18;AILE-01;Endüstriyel Ağlarda Saldırı Kesme;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağları izole etmek/ayrıştırmak için konumlandırılan güvenlik duvarı üzerinde (Referans Topoloji_Elektrik_İletim: EKS-GD-01) endüstriyel protokollere yönelik tehditleri de içeren IPS imzaları devreye alınmalıdır.;28;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-18;2026-09-09;2024-09-08;Ek kontrol
EAG-19;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemleri (EKS) içerisinde bulunan bileşenler görevlerine göre sanal ağlara (VLAN) ayrılmalı ve bu ağlar arasında geçiş kontrolleri uygulanmalıdır. Söz konusu katmanlı yapı ana kontrol merkezi, acil durum/yedek kontrol merkezi ve bölge yük tevzi kontrol merkezlerinde gerçekleştirilmelidir. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);29;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-19;2026-09-09;2024-09-08;Seviye 2
EAG-20;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemleri (EKS) mühendislik iş istasyonları endüstriyel ağlardan VLAN'larla izole edilmelidir.;30;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-20;2026-09-09;2024-09-08;Seviye 2
EAG-21;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlardan kurumsal ağlara doğru olan haberleşmeler bu haberleşmelere özel oluşturulmuş OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır. Aynı şekilde kurumsal ağlardan endüstriyel ağlara doğru olan haberleşmeler de OT-DMZ ağları ya da izole sanal ağlar (VLAN) üzerinden sağlanmalıdır.;31;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-21;2026-09-09;2024-09-08;Seviye 2
EAG-22;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) sanal ağların (VLAN) devreye alınmasını takiben ağ ve güvenlik cihazlarının yönetim arayüzleri de (management interface) ayrı bir sanal ağ üzerinde konumlandırılmalıdır. (Bu kontrol, altyapı yenileme projeleri sırasında ya da bu düzenleme yürürlüğe girdiği andan itibaren kurulacak olan altyapılarda aranacaktır.);32;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-22;2026-09-09;2024-09-08;Seviye 2
EAG-23;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemleri (EKS) ile haberleşen ethernet tabanlı çalışan her bir trafo merkezi, yük tevzi merkezleri farklı bir alt ağ olarak yapılandırılmalıdır.;33;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-23;2026-09-09;2024-09-08;Seviye 2
EAG-24;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik şebekeleri endüstriyel kontrol sistemleri (EKS) altyapısında her bir trafo merkezi ve yük tevzi merkezi için endüstriyel protokol trafiği ve diğer trafikler (kamera, fiziksel güvenlik, sayaç vb.) farklı sanal ağlar (VLAN) olarak yapılandırılmalı ve bu sanal ağlar (VLAN) arası geçiş mevcut ağ/güvenlik cihazları üzerinden kontrollü olarak sağlanmalıdır.;34;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-24;2026-09-09;2024-09-08;Seviye 3
EAG-25;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlarla iletişim halinde olan tüm KBS bileşenleri ayrı bir sanal ağ (VLAN) içerisinde konumlandırılmalı ve OT-DMZ (DMZ: Demilitarized Zone) ağı üzerinden endüstriyel ağlar ile haberleşmelidir. (Raporlama vb. );35;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-25;2026-09-09;2024-09-08;Ek kontrol
EAG-26;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Endüstriyel ağlar ve KBS ağları arasında haberleşmenin yönü endüstriyel ağdan kurumsal ağa olacak şekilde OT-DMZ (DMZ: Demilitarized Zone) üzerinden sağlanmalıdır. Kurumsal ağlardan endüstriyel ağlara doğru veri çekme operasyonlarının gerekli olması durumunda bu veri akışı ek kontroller ile gerçekleştirilmelidir.;36;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-26;2026-09-09;2024-09-08;Seviye 2
EAG-27;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Tüm endüstriyel kontrol sistemleri içerisinde yer alan sunucu ve uygulamalar doğrudan internet üzerinden erişilebilir durumda olmamalıdır.;37;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-27;2026-09-09;2024-09-08;Seviye 1
EAG-28;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Tüm endüstriyel kontrol sistemleriyle iletişimi olan bileşenlerin doğrudan internete olan erişimleri kontrollü olarak sağlanmalıdır.;38;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-28;2026-09-09;2024-09-08;Seviye 1
EAG-29;AILE-01;Endüstriyel Ağa Uzak Erişim;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemi (EKS) bileşenlerine internet üzerinden gerçekleştirilecek kullanıcı bazlı uzak erişimler öncelikli olarak BT/kurumsal ağ üzerinde sonlandırılmalıdır. (VPN vb.) Bu uzak erişim yöntemleri üreticiler, çalışanlar ve alt yükleniciler için farklı yetkilendirme politikalarını destekleyebilmelidir. KBS ağı üzerinden endüstriyel ağlara yönelik uzak erişimler OT-DMZ (DMZ: Demilitarized Zone) ağı içerisinde konumlandırılmış güvenli bir atlama noktası/sunucusu/uygulaması üzerinden kontrollü olarak sağlanmalıdır. Uzaktan erişimlere ilişkin tüm süreçler diğer mevcut teknik maddelere uyumlu olarak işletilmelidir. (Olay yönetimi ve süreklilik, kimlik ve erişim yönetimi vb.);39;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-29;2026-09-09;2024-09-08;Seviye 1
EAG-29A;AILE-01;Endüstriyel Ağa Uzak Erişim;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemi (EKS) bileşenlerine internet üzerinden gerçekleştirilecek kullanıcı ağ tabanlı uzak erişimler öncelikli olarak bir güvenlik bileşeni üzerinde sonlandırılmalıdır. Bu bağlantılar ağ seviyesinde şifreli kanallar üzerinden sağlanmalıdır. Endüstriyel ağlara yönelik uzak erişimler OT-DMZ (DMZ: Demilitarized Zone) ağı içerisinde konumlandırılmış güvenli bir atlama noktası/sunucusu/uygulaması üzerinden kontrollü olarak sağlanmalıdır. Uzaktan erişimlere ilişkin tüm süreçler diğer mevcut teknik maddelere uyumlu olarak işletilmelidir. (Olay yönetimi ve süreklilik, kimlik ve erişim yönetimi vb.);40;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-29A;2026-09-09;2024-09-08;Seviye 1
EAG-30;AILE-01;Endüstriyel Ağa Uzak Erişim;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerine (EKS) yapılacak uzak erişimler için bu işe özelleşmiş teknolojiler kullanılmalıdır. Bu teknolojilerde oturum kaydetme, oturum yönetimi, çift faktörlü doğrulama, güvenli dosya transferi gibi yeterlilikler aranmalıdır.;41;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-30;2026-09-09;2024-09-08;Ek kontrol
EAG-30A;AILE-01;Endüstriyel Ağa Uzak Erişim;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerine (EKS), endüstriyel üreticilerin doğrudan kendi sistemleri üzerinden bağlantı yapması engellenmelidir. Yapılacak olan uzak erişimler yükümlü kuruluş güvenlik katmanlarından geçirilmelidir.;42;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-30A;2026-09-09;2024-09-08;Seviye 2
EAG-31;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tüm güvensiz servisler (açık metin protokoller, uzak erişim servisleri, güncelliğini yitirmiş protokoller) periyodik denetim ya da ağ trafiğinin analizi ile tespit edilmelidir.;43;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-31;2026-09-09;2024-09-08;Seviye 1
EAG-32;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen güvensiz servisler devre dışı bırakılmalıdır.;44;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-32;2026-09-09;2024-09-08;Seviye 2
EAG-33;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Elektrik iletim şebekesi otomasyonlu trafo merkezleri endüstriyel ağlar üzerinde tespit edilen güvensiz servisler devre dışı bırakılmalıdır.;45;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-33;2026-09-09;2024-09-08;Ek kontrol
EAG-34;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde tespit edilen gereksiz servisler devre dışı bırakılmalıdır.;46;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-34;2026-09-09;2024-09-08;Seviye 2
EAG-35;AILE-01;Endüstriyel Ağlarda Güvenli Konfigürasyon;Elektrik iletim şebekesi otomasyonlu trafo merkezleri endüstriyel ağlar üzerinde tespit edilen gereksiz servisler devre dışı bırakılmalıdır.;47;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-35;2026-09-09;2024-09-08;Ek kontrol
EAG-36;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) endüstriyel ağlar üzerinde mevcut varlıkların servisleri sürekli olarak izlenmelidir.;48;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-36;2026-09-09;2024-09-08;Seviye 2
EAG-37;AILE-01;Endüstriyel Ağlarda Saldırı Tespiti/İzleme;Elektrik iletim şebekesi otomasyonlu trafo merkezleri endüstriyel ağlar üzerinde mevcut varlıkların servisleri sürekli olarak izlenmelidir.;49;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-37;2026-09-09;2024-09-08;Ek kontrol
EAG-38;AILE-01;Endüstriyel Ağ İzolasyonu ve Segmantasyonu;Elektrik iletim şebekesi merkezi endüstriyel kontrol sistemlerinde (EKS) güvenli ve güvensiz ağlar arasında mevcut olan koruma mekanizmalarının bypass edilmesine olanak tanıyabilecek tüm dual-homed arayüzler (interface) devre dışı bırakılmalıdır. İkinci bir arayüz kullanılmasını zorunlu kılan bir durum mevcut ise söz konusu arayüzün bağlantısı güvenlik duvarı (Referans Topoloji_Elektrik_İletim: EKS-GD-01) üzerinden kontrollü olarak sağlanmalıdır.;50;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=3OvnJRzRuhI%3D;Ek-7 · 01-Endüstriyel Ağ Güvenliği · EAG-38;2026-09-09;2024-09-08;Seviye 1
